E, M, Mabs, Cv, X, Temp
-1.45114,0.458016,0.630614,0.00137948,0.0186101,2.25
-1.47198,0.722227,0.722227,0.000905555,0.00307992,2.255
-1.42007,0.0181386,0.568082,0.00127654,0.0201178,2.26
-1.42979,0.636874,0.636874,0.00101311,0.0066901,2.265
-1.41941,0.114611,0.605012,0.00128847,0.0166685,2.27
-1.4107,0.0444758,0.587304,0.00138473,0.0212395,2.275
-1.43258,0.679961,0.679961,0.00106922,0.00511482,2.28
-1.39418,-0.0768822,0.559903,0.00134051,0.0200484,2.285
-1.37137,0.291252,0.520479,0.00119153,0.0176478,2.29
-1.38412,0.485738,0.581274,0.00125919,0.0148785,2.295
-1.35299,0.273874,0.486134,0.00129125,0.0186029,2.3
-1.34262,-0.140018,0.454003,0.00116492,0.0214048,2.305
-1.34887,-0.266467,0.497094,0.00124891,0.0191316,2.31
-1.34992,-0.120983,0.518518,0.0011658,0.0171334,2.315
-1.31892,-0.3587,0.433349,0.00108954,0.0165755,2.32
-1.32908,0.459463,0.476659,0.00124443,0.0184016,2.325
-1.29643,0.016011,0.383924,0.00106318,0.0188654,2.33
-1.29611,0.2049,0.387861,0.00103115,0.017392,2.335
-1.289,0.302403,0.374323,0.00111447,0.0195532,2.34
-1.29583,0.411572,0.422099,0.00106555,0.0153438,2.345
-1.26541,-0.0910289,0.321239,0.000940632,0.0176287,2.35
-1.27191,0.281281,0.360637,0.00102765,0.0178933,2.355
-1.27134,0.120477,0.36742,0.00100702,0.016331,2.36
-1.25486,-0.00980738,0.323264,0.000910904,0.0146124,2.365
-1.24742,0.0867624,0.331966,0.000931827,0.014268,2.37
-1.23806,0.127215,0.31109,0.000857179,0.0143055,2.375
-1.23609,-0.00243225,0.306435,0.000918721,0.0144886,2.38
-1.22783,0.0166508,0.2813,0.000932163,0.017342,2.385
-1.22208,-0.0400205,0.244728,0.000794955,0.0130861,2.39
-1.2067,-0.0177541,0.236686,0.000733033,0.0110433,2.395
-1.20482,-0.0628117,0.23313,0.000719605,0.0103751,2.4
-1.20711,0.0209452,0.271595,0.000748297,0.0111503,2.405
-1.19813,0.0173434,0.24168,0.000791281,0.0124645,2.41
-1.18049,-0.0136834,0.188965,0.000683229,0.00781901,2.415
-1.18356,0.0723065,0.223049,0.000772451,0.00997847,2.42
-1.17758,0.0256761,0.215895,0.000690631,0.010099,2.425
-1.17669,-0.0227395,0.216455,0.000669217,0.00894971,2.43
-1.1662,-0.0171763,0.209414,0.000696993,0.00874976,2.435
-1.16399,0.0607956,0.198913,0.000725042,0.00941924,2.44
-1.16712,-0.0563366,0.236866,0.000691612,0.00995396,2.445
-1.15107,0.0347009,0.195164,0.000618097,0.00769029,2.45
-1.14747,-0.0264293,0.203703,0.000627823,0.00752944,2.455
-1.14192,0.0420838,0.186328,0.000660061,0.00748582,2.46
-1.14214,0.0113195,0.196499,0.000656427,0.00914158,2.465
-1.13224,0.00924025,0.159997,0.000598648,0.00615556,2.47
-1.13106,-0.0471206,0.179769,0.000661032,0.00739079,2.475
-1.12357,0.0570655,0.174564,0.000563284,0.00664966,2.48
-1.12069,0.022905,0.168962,0.000595482,0.00564495,2.485
-1.11662,0.0076375,0.165365,0.00061067,0.00630683,2.49
-1.10723,0.0128059,0.160374,0.000547377,0.00526009,2.495
-1.10505,0.050535,0.164695,0.000587963,0.00551415,2.5
